ID_code,AC(v8.5_old_py),diff%_AC(v8.5_old_py),AH(v8.5_old_py),diff%_AH(v8.5_old_py),AT(v8.5_old_py),diff%_AT(v8.5_old_py),AC(v8.7),diff%_AC(v8.7),AH(v8.7),diff%_AH(v8.7),AT(v8.7),diff%_AT(v8.7),AC(v22.2),diff%_AC(v22.2),AH(v22.2),diff%_AH(v22.2),AT(v22.2),diff%_AT(v22.2),Delta_AC%_(v22.2-8.7_new),Delta_AH%_(v22.2-8.7_new),Delta_AT%_(v22.2-8.7_new)
B2_R_L2_ST_E_0.6_0.8_TS3,773.05,5.44,5350.62,-4.46,6123.67,-3.31,771.36,5.46,5350.14,-4.49,6121.5,-3.34,770.42,5.5,5359.07,-4.45,6129.49,-3.3,-0.12,0.17,0.13
B2_R_L2_ST_E_0.6_1.0_TS2,741.15,1.09,5482.85,-2.1,6224.0,-1.73,739.26,1.08,5483.11,-2.12,6222.37,-1.75,738.47,1.12,5492.72,-2.07,6231.19,-1.7,-0.11,0.18,0.14
B2_R_L2_ST_E_0.6_1.0_TS3,768.87,4.87,5451.49,-2.66,6220.36,-1.79,767.08,4.88,5450.73,-2.7,6217.8099999999995,-1.82,766.23,4.92,5460.65,-2.64,6226.88,-1.77,-0.11,0.18,0.15
B2_R_L2_ST_S_0.2_0.8_TS2,793.75,8.27,5443.97,-2.79,6237.72,-1.51,792.26,8.32,5443.74,-2.82,6236.0,-1.54,791.17,8.34,5451.76,-2.8,6242.93,-1.51,-0.14,0.15,0.11
B2_R_L2_ST_S_0.2_0.8_TS3,813.3,10.93,5515.03,-1.52,6328.33,-0.08,811.7,10.98,5512.7,-1.59,6324.4,-0.14,810.82,11.03,5522.8,-1.53,6333.62,-0.08,-0.11,0.18,0.15
B2_R_L2_ST_S_0.2_1.0_TS2,786.48,7.28,5498.95,-1.81,6285.43,-0.76,784.8,7.3,5498.05,-1.85,6282.85,-0.8,783.31,7.26,5507.76,-1.8,6291.07,-0.75,-0.19,0.18,0.13
B2_R_L2_ST_S_0.2_1.0_TS3,799.46,9.05,5483.86,-2.08,6283.32,-0.79,798.02,9.11,5482.97,-2.12,6280.99,-0.83,796.91,9.13,5492.07,-2.08,6288.98,-0.79,-0.14,0.17,0.13
B2_R_L2_ST_S_0.6_0.8_TS2,817.85,11.55,5288.31,-5.57,6106.160000000001,-3.59,816.21,11.6,5288.11,-5.6,6104.32,-3.61,815.33,11.65,5297.63,-5.54,6112.96,-3.56,-0.11,0.18,0.14
B2_R_L2_ST_S_0.6_0.8_TS3,840.56,14.65,5295.14,-5.45,6135.700000000001,-3.12,838.7,14.67,5295.09,-5.48,6133.79,-3.15,837.5,14.68,5303.46,-5.44,6140.96,-3.12,-0.14,0.16,0.12
B2_R_L2_ST_S_0.6_1.0_TS2,799.67,9.07,5404.98,-3.49,6204.65,-2.03,798.14,9.13,5403.62,-3.54,6201.76,-2.08,796.55,9.08,5413.06,-3.49,6209.61,-2.04,-0.2,0.17,0.13
B2_R_L2_ST_S_0.6_1.0_TS3,832.66,13.57,5398.84,-3.6,6231.5,-1.61,830.87,13.6,5398.84,-3.62,6229.71,-1.64,829.5,13.59,5406.57,-3.6,6236.07,-1.62,-0.16,0.14,0.1
B2_R_L2_ST_W_0.2_0.8_TS2,746.04,1.76,5386.14,-3.83,6132.18,-3.18,744.8,1.83,5386.49,-3.84,6131.29,-3.19,743.5,1.81,5395.7,-3.8,6139.2,-3.15,-0.17,0.17,0.13
B2_R_L2_ST_W_0.2_0.8_TS3,754.09,2.86,5380.09,-3.93,6134.18,-3.15,752.73,2.92,5378.62,-3.99,6131.35,-3.19,751.75,2.94,5387.44,-3.94,6139.19,-3.15,-0.13,0.16,0.13
B2_R_L2_ST_W_0.2_1.0_TS2,736.94,0.52,5443.2,-2.81,6180.139999999999,-2.42,735.39,0.55,5442.96,-2.84,6178.35,-2.45,734.5,0.58,5452.28,-2.79,6186.78,-2.4,-0.12,0.17,0.14
B2_R_L2_ST_W_0.2_1.0_TS3,748.79,2.13,5432.28,-3.0,6181.07,-2.41,747.09,2.15,5432.25,-3.03,6179.34,-2.43,746.07,2.16,5439.47,-3.01,6185.54,-2.42,-0.14,0.13,0.1
B2_R_L2_ST_W_0.6_0.8_TS2,762.86,4.05,5350.13,-4.47,6112.99,-3.48,761.4,4.1,5349.5,-4.51,6110.9,-3.51,760.26,4.11,5359.63,-4.44,6119.89,-3.45,-0.15,0.19,0.15
B2_R_L2_ST_W_0.6_0.8_TS3,782.17,6.69,5348.04,-4.51,6130.21,-3.21,780.29,6.69,5348.72,-4.52,6129.01,-3.23,779.12,6.69,5359.11,-4.45,6138.23,-3.16,-0.15,0.19,0.15
B2_R_L2_ST_W_0.6_1.0_TS2,745.19,1.64,5470.97,-2.31,6216.16,-1.85,743.68,1.68,5470.58,-2.34,6214.26,-1.88,742.48,1.67,5480.52,-2.28,6223.0,-1.83,-0.16,0.18,0.14
B2_R_L2_ST_W_0.6_1.0_TS3,773.79,5.54,5452.37,-2.64,6226.16,-1.69,772.02,5.56,5452.67,-2.66,6224.6900000000005,-1.71,770.46,5.5,5462.96,-2.6,6233.42,-1.66,-0.2,0.19,0.14
