ID_code,AC(v8.5),diff%_AC(v8.5),AH(v8.5),diff%_AH(v8.5),AT(v8.5),diff%_AT(v8.5),AC(v8.7),diff%_AC(v8.7),AH(v8.7),diff%_AH(v8.7),AT(v8.7),diff%_AT(v8.7),AC(v22.2),diff%_AC(v22.2),AH(v22.2),diff%_AH(v22.2),AT(v22.2),diff%_AT(v22.2),DeltaAC%(v8.7-22.2),DeltaAH%(v8.7-22.2),DeltaAT%(v8.7-22.2)
B2_R_L2_ST_S_0.2_0.8_TS3,813.3,10.93,5515.03,-1.52,6328.33,-0.08,801.34,9.56,5575.09,-0.48,6376.43,0.68,799.99,9.55,5583.43,-0.45,6383.42,0.7,-0.17,0.15,0.11
B2_R_L2_ST_S_0.2_1.0_TS2,786.48,7.28,5498.95,-1.81,6285.43,-0.76,742.48,1.52,5589.37,-0.22,6331.85,-0.02,741.87,1.59,5597.75,-0.19,6339.62,0.01,-0.08,0.15,0.12
B2_R_L2_ST_S_0.2_1.0_TS3,799.46,9.05,5483.86,-2.08,6283.32,-0.79,754.52,3.16,5579.01,-0.41,6333.530000000001,0.0,753.2,3.14,5587.69,-0.37,6340.889999999999,0.03,-0.17,0.16,0.12
B2_R_L2_ST_S_0.6_0.8_TS2,817.85,11.55,5288.31,-5.57,6106.160000000001,-3.59,787.88,7.72,5443.75,-2.82,6231.63,-1.6,787.12,7.78,5451.67,-2.8,6238.79,-1.58,-0.1,0.15,0.11
B2_R_L2_ST_S_0.6_0.8_TS3,840.56,14.65,5295.14,-5.45,6135.700000000001,-3.12,815.27,11.47,5437.78,-2.93,6253.049999999999,-1.27,813.75,11.43,5445.87,-2.9,6259.62,-1.25,-0.19,0.15,0.11
B2_R_L2_ST_S_0.6_1.0_TS2,799.67,9.07,5404.98,-3.49,6204.65,-2.03,786.56,7.54,5496.95,-1.87,6283.51,-0.79,784.86,7.48,5506.7,-1.82,6291.56,-0.75,-0.22,0.18,0.13
B2_R_L2_ST_S_0.6_1.0_TS3,832.66,13.57,5398.84,-3.6,6231.5,-1.61,813.37,11.21,5488.13,-2.03,6301.5,-0.5,812.92,11.32,5495.9,-2.01,6308.82,-0.47,-0.06,0.14,0.12
B2_R_L2_ST_W_0.2_0.8_TS2,746.04,1.76,5386.14,-3.83,6132.18,-3.18,707.41,-3.28,5459.56,-2.54,6166.97,-2.63,706.59,-3.24,5469.42,-2.48,6176.01,-2.57,-0.12,0.18,0.15
B2_R_L2_ST_W_0.2_0.8_TS3,754.09,2.86,5380.09,-3.93,6134.18,-3.15,718.22,-1.8,5447.95,-2.75,6166.17,-2.64,717.34,-1.77,5459.28,-2.66,6176.62,-2.56,-0.12,0.21,0.17
B2_R_L2_ST_W_0.2_1.0_TS2,736.94,0.52,5443.2,-2.81,6180.139999999999,-2.42,705.31,-3.57,5497.55,-1.86,6202.860000000001,-2.06,704.65,-3.51,5506.65,-1.82,6211.299999999999,-2.01,-0.09,0.17,0.14
B2_R_L2_ST_W_0.2_1.0_TS3,748.79,2.13,5432.28,-3.0,6181.07,-2.41,716.35,-2.06,5486.43,-2.06,6202.780000000001,-2.06,715.38,-2.04,5495.89,-2.01,6211.27,-2.01,-0.14,0.17,0.14
B2_R_L2_ST_W_0.6_0.8_TS2,762.86,4.05,5350.13,-4.47,6112.99,-3.48,738.75,1.01,5466.01,-2.43,6204.76,-2.03,737.9,1.04,5475.76,-2.37,6213.66,-1.97,-0.12,0.18,0.14
B2_R_L2_ST_W_0.6_0.8_TS3,782.17,6.69,5348.04,-4.51,6130.21,-3.21,762.91,4.31,5455.03,-2.62,6217.94,-1.82,761.82,4.32,5463.88,-2.58,6225.7,-1.78,-0.14,0.16,0.12
B2_R_L2_ST_W_0.6_1.0_TS2,745.19,1.64,5470.97,-2.31,6216.16,-1.85,735.7,0.59,5524.01,-1.39,6259.71,-1.16,734.74,0.61,5532.11,-1.36,6266.849999999999,-1.14,-0.13,0.15,0.11
B2_R_L2_ST_W_0.6_1.0_TS3,773.79,5.54,5452.37,-2.64,6226.16,-1.69,761.66,4.14,5507.98,-1.68,6269.639999999999,-1.0,760.58,4.15,5516.77,-1.64,6277.35,-0.97,-0.14,0.16,0.12
